"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","sig_het"
47.4296,0.90369,0.00863591,18.1877,3.35589,4.0415,0.992636,0.00569609,24.9378,6.97318,9.89882,2.79504,40.8571,15.0588,0.50042,34.6579,1.62418
41.492,0.950656,0.00997041,19.2671,3.30826,3.33309,0.903855,0.00638092,26.9094,4.76567,9.09188,3.67278,55.7454,14.919,0.648495,31.0307,1.59941
48.7492,0.989929,0.0104315,17.0344,3.23121,2.78724,0.857624,0.00672683,26.34,4.88833,8.36619,3.67325,53.864,13.1817,0.18656,55.9604,1.53177
37.6565,0.966347,0.00770368,19.0919,3.03652,4.48687,0.962997,0.00421197,23.8564,7.14233,10.0313,3.23155,41.5541,16.168,0.43525,39.4107,1.44584
37.9732,0.924215,0.00901311,19.9234,3.20832,4.25385,0.941016,0.00418033,24.6502,5.18646,8.96887,3.4533,55.0746,14.8238,0.272617,77.9233,1.56659
45.0268,0.887157,0.0124464,21.0553,3.81043,4.45296,0.944046,0.00547687,25.6966,6.27375,9.27809,3.60269,40.0224,13.1353,0.236166,71.4203,1.62465
39.8256,0.9212,0.0105456,21.1326,3.46359,5.13645,0.972059,0.00741764,22.0766,6.52417,11.1002,4.69112,36.7249,13.7339,0.482439,42.2737,1.62109
40.4657,0.989555,0.0107948,18.0381,3.18535,6.37579,0.924221,0.00717759,22.9731,7.32987,7.36028,3.51742,76.2895,15.8612,0.223914,27.5171,1.55204
43.2427,0.921872,0.0111918,19.0197,3.42739,3.53863,0.932194,0.00459218,27.7261,6.09847,11.4378,4.34489,37.0464,15.6776,0.267416,65.3979,1.37164
44.1985,0.963339,0.0070145,17.6918,3.15472,3.51243,0.877988,0.00605074,23.7108,3.43182,11.8488,3.99165,43.9297,16.2348,0.209551,85.9407,1.53644
43.7094,0.991583,0.0088032,18.0321,3.3244,4.54927,0.986734,0.0107143,20.8054,4.71779,11.2471,4.17044,65.1667,18.1351,0.0717637,44.2043,1.53423
42.7147,0.98027,0.0139811,17.9999,3.31436,4.87412,0.948662,0.0101011,22.6294,4.68645,11.8451,4.62268,56.1819,16.2854,0.47476,33.015,1.50988
44.2211,0.956873,0.0106857,17.5627,3.4178,3.34563,0.991516,0.00815855,23.6158,5.65729,11.165,3.98515,41.2829,17.5556,0.408436,53.6535,1.51017
36.9101,0.941161,0.0098549,19.8344,3.16661,6.53386,0.930867,0.00899742,21.0333,7.63089,10.8726,4.7899,44.0122,16.5595,0.648593,28.4222,1.59144
46.3791,0.90692,0.00818999,17.6157,3.28229,3.39342,0.932139,0.0050319,27.5023,5.78155,12.8383,3.47344,37.7151,17.6796,0.522353,29.5089,1.56632
45.1366,0.889511,0.013974,19.1825,3.68722,4.34268,0.992717,0.00459056,24.6693,7.14114,9.24865,4.15486,46.9826,15.9456,0.219898,43.5195,1.5668
40.2931,0.889516,0.0103538,20.0042,3.47132,3.8821,0.965487,0.00530149,27.4789,6.04864,11.8658,4.28458,60.0962,16.5857,0.302419,97.1001,1.57353
43.8284,0.996301,0.0120181,17.8994,3.41214,5.09954,0.95392,0.00423454,21.3388,4.64177,9.26545,4.47124,60.8868,15.5838,0.228599,78.0898,1.54326
38.3312,0.907875,0.00733552,20.162,3.15046,5.07902,0.979,0.00632086,22.7851,6.91141,14.0701,5.55484,42.7378,15.4593,0.368349,24.6719,1.59309
45.811,0.907663,0.0105733,18.3747,3.43155,5.91825,0.922999,0.00933832,22.2144,7.07535,9.34932,4.38112,64.8184,16.5586,0.255381,46.4145,1.57613
38.7806,0.857578,0.0119115,20.2834,3.36456,2.43075,0.968964,0.0107855,22.9697,4.89644,11.1299,3.08029,37.2801,15.8423,0.382531,28.2097,1.41655
35.2418,0.97626,0.00542605,19.7773,3.00049,3.73985,0.955311,0.00746905,25.4674,5.6049,15.3044,6.01106,39.7991,15.8811,0.211928,35.6744,1.59212
40.0747,0.933534,0.0110319,19.403,3.31342,4.32663,0.982014,0.00664477,24.6741,5.71917,9.11705,3.50898,54.6792,15.0079,0.401175,40.0571,1.50528
41.6008,0.937639,0.0131158,19.8823,3.44212,6.51805,0.994529,0.00949474,22.3044,5.56437,10.5228,4.30437,51.3148,13.9609,0.253803,124.8,1.50242
41.8169,0.915676,0.00999292,18.3288,3.26937,4.55121,0.964113,0.013027,20.8987,4.03348,11.7383,3.5933,34.485,16.6438,0.440698,39.7116,1.40423
38.092,0.883367,0.00906806,19.8725,3.19949,3.44529,0.911027,0.00205824,26.1101,5.01913,9.78544,5.15552,49.422,16.704,0.173506,67.3007,1.5618
39.3297,0.930132,0.0107089,18.1661,3.18145,6.84686,0.968188,0.0182773,19.5732,7.01788,11.5746,6.23907,53.3933,16.5657,0.349214,36.2656,1.48323
36.715,0.832838,0.0113948,23.2807,3.92579,4.2044,0.918528,0.00166331,28.0886,5.86808,11.5385,3.21204,48.169,14.359,0.273082,64.2924,1.69672
43.5695,0.981905,0.0150737,19.6729,3.82113,5.61999,0.954852,0.0027574,21.9144,4.2681,14.7864,4.87818,45.1348,14.3428,0.198676,143.06,1.6413
46.0491,0.940422,0.0154311,17.7141,3.50934,3.76121,0.992773,0.00565066,23.9361,5.42717,10.6405,3.68168,49.6868,16.3526,0.317272,79.8338,1.44568
41.9401,0.933242,0.0123993,19.3265,3.4307,6.164,0.914823,0.0136736,22.4674,6.33121,10.3591,3.61451,51.2333,15.6074,0.286869,32.336,1.47397
50.7896,0.882554,0.0138402,17.2682,3.57185,4.89247,0.961926,0.00993516,23.6392,5.61932,10.5031,3.58831,50.8948,16.5296,0.286464,39.3095,1.55654
39.3173,0.941046,0.00507468,18.4517,2.87997,4.05146,0.958484,0.0067073,25.5186,5.96915,8.33135,3.80083,87.9177,16.9718,0.448651,37.7988,1.50278
38.2012,0.932525,0.0112222,18.3316,3.11413,5.34116,0.989697,0.0099436,19.2458,3.29566,11.3373,3.0897,64.9206,17.5655,0.199338,56.771,1.43508
43.2638,0.847344,0.0144979,19.7282,3.7874,5.43304,0.956658,0.00825417,24.3662,4.6806,10.1985,4.58994,59.9585,17.486,0.119633,111.356,1.43107
42.6245,0.971799,0.0169365,19.2771,3.82901,3.40697,0.968345,0.00942803,22.4903,5.73517,7.54831,3.4227,68.7365,15.547,0.428424,53.8688,1.43616
41.563,0.877952,0.00977639,19.8938,3.57588,4.63874,0.967233,0.00815851,24.4423,5.4329,8.06498,3.28974,53.7152,15.9431,0.331357,39.1889,1.5908
44.1902,0.897521,0.0114488,19.0606,3.61011,4.13201,0.914621,0.0101058,26.992,5.92847,11.9324,5.29424,56.5542,16.3312,0.352309,45.9127,1.56624
43.1689,0.919937,0.00827984,19.2915,3.39533,4.09543,0.954512,0.00705331,25.1887,5.1712,12.1265,3.61215,46.4162,16.391,0.187702,116.079,1.57684
37.9436,0.849349,0.0110725,20.2477,3.24933,4.53433,0.935759,0.0074706,26.1089,7.44362,9.10256,2.99858,57.3845,16.1364,0.457203,36.85,1.54558
42.8074,0.919806,0.00873887,18.3346,3.31215,3.87819,0.956217,0.00361963,25.9926,6.44225,11.045,3.57577,38.2962,16.6561,0.162661,65.7362,1.58639
43.1426,0.874143,0.00980197,18.7638,3.2634,3.98202,0.981499,0.00648255,26.685,6.76435,11.7442,4.8904,45.8406,15.2557,0.318489,35.0144,1.5129
37.6222,0.92117,0.0100846,19.2942,3.03011,5.27248,0.927492,0.00646362,23.159,4.91249,9.5131,9.04357,43.9748,14.788,0.238208,24.8433,1.45859
39.9026,0.890148,0.00707323,20.3916,3.23924,3.58306,0.924849,0.00539872,23.67,4.95835,8.18624,3.24437,40.6047,15.1517,0.241871,43.9387,1.60776
39.1053,0.879085,0.00689419,19.403,3.27224,4.38554,0.93004,0.00938468,24.5108,5.10855,12.5079,4.30826,40.1068,17.5122,0.770734,38.3697,1.66365
42.3434,0.904343,0.00880042,18.6718,3.16382,5.07846,0.942998,0.00596146,23.7134,6.16736,8.7908,4.50088,76.3813,15.6754,0.513749,29.3933,1.49782
44.6707,0.897289,0.0137004,18.0971,3.55904,3.84712,0.957741,0.00955272,24.5428,6.8605,6.18811,2.107,65.9519,16.656,0.112419,76.8346,1.53603
38.6081,0.956253,0.0112414,19.4983,3.48725,4.80192,0.893508,0.00516321,24.0055,5.65655,8.25212,3.44103,76.2976,15.7701,0.473294,28.821,1.59315
40.3077,0.988556,0.0131001,18.8021,3.40133,4.19872,0.977935,0.00976147,23.7182,5.82479,10.0635,4.50348,54.5269,17.7017,0.561871,32.4088,1.45673
38.2045,0.943503,0.00980696,18.7461,3.16883,3.61521,0.96907,0.00761492,22.3131,4.48092,9.17848,3.3028,80.4962,17.2607,0.120068,38.2005,1.42329
40.0022,0.947061,0.00666011,18.7207,3.05126,5.70511,0.897585,0.00461093,24.8079,6.23873,10.4036,3.10394,53.3906,16.0284,0.285604,81.1829,1.44162
40.5465,0.849013,0.0101003,19.6394,3.30923,4.00482,0.989968,0.00880894,26.7263,8.71383,6.56462,3.34588,62.6238,16.624,0.275932,44.227,1.50505
39.6504,0.975619,0.00588858,17.063,2.95197,4.71643,0.988614,0.00342341,25.2104,5.34698,8.38515,4.73659,49.5105,18.628,0.561704,30.3776,1.53428
41.3874,0.863042,0.0101109,19.7386,3.43517,5.07879,0.995529,0.012925,21.6048,4.77789,11.6167,8.4442,45.4042,18.0316,0.22393,40.4443,1.4594
45.4914,0.83331,0.00830344,18.4385,3.34911,2.7924,0.956726,0.0048313,28.861,7.25797,13.4495,3.89555,44.263,18.8902,0.203729,33.6082,1.489
40.5123,0.933102,0.0115676,18.6249,3.24359,4.93098,0.969486,0.00895508,23.5162,6.84913,10.2869,4.54258,37.7529,15.3275,0.0889296,42.5331,1.42972
46.5206,0.939391,0.0149786,17.7012,3.57323,4.86332,0.957616,0.0206168,21.3091,6.06798,9.03183,4.08725,52.1698,17.3847,0.341937,60.9284,1.47357
41.0032,0.948352,0.00735052,18.6634,3.12503,3.96237,0.943633,0.00507745,26.4019,5.6504,8.95881,2.87806,51.7011,14.6314,0.126586,73.3612,1.63446
46.7322,0.979166,0.00618279,16.8203,3.0538,4.56756,0.954713,0.00660824,23.8065,4.72935,7.72064,3.29284,72.1209,16.0785,0.273987,68.5969,1.55032
49.6885,0.927533,0.0103559,17.7768,3.3251,4.60363,0.952314,0.010799,22.4257,4.69373,9.52005,3.8803,49.1213,14.4408,0.633665,16.4833,1.44026
42.2433,0.949875,0.0160838,19.7838,3.73569,3.24576,0.967892,0.00104283,26.7597,6.27938,14.5264,4.48167,33.3655,14.2203,0.385141,83.0522,1.55488
45.3261,0.87354,0.0129867,18.0876,3.58954,3.94201,0.857848,0.0161074,27.1644,6.75001,11.6606,2.97769,33.4712,17.0234,0.218472,43.1323,1.43331
41.7501,0.957835,0.00530236,16.9321,2.87476,3.36679,0.969729,0.00512514,25.1741,5.28678,9.71572,3.22143,48.6879,17.859,0.261313,43.6384,1.51237
46.4238,0.875373,0.00750657,18.4037,3.10186,4.59212,0.915174,0.0139922,24.3561,6.9009,14.8249,3.58785,27.5518,14.2412,0.272838,58.8488,1.44683
44.1814,0.925881,0.0113461,19.0652,3.44966,3.85953,0.975306,0.00231537,27.5532,5.78937,12.7465,4.04097,53.1194,15.5909,0.297438,92.016,1.56776
36.6918,0.921412,0.00786612,20.9081,3.24807,4.71888,0.99037,0.00362644,24.0291,5.3124,8.57025,3.22916,70.104,14.8697,0.584977,18.96,1.64529
37.2093,0.920142,0.0116563,19.957,3.21546,3.84566,0.956563,0.00524552,24.2813,5.24414,7.21541,2.41682,60.4065,15.0421,0.633956,28.6508,1.40568
44.9372,0.900398,0.0124275,18.5721,3.56683,3.62019,0.992478,0.00384012,25.2303,5.12326,9.29058,5.30642,69.7057,15.5678,0.146412,44.0692,1.50346
41.3349,0.91527,0.00425909,17.9586,3.03636,4.27315,0.957135,0.00629428,23.8187,5.11617,9.73034,3.79167,51.2401,17.3806,0.346665,41.1761,1.57199
38.3309,0.93209,0.0103438,19.466,3.32777,4.90844,0.977263,0.00947871,22.0664,5.60467,10.3841,4.06129,55.2863,17.0276,0.238915,60.8279,1.54877
44.0027,0.933019,0.00983646,18.3965,3.31597,4.39347,0.977341,0.00925493,26.1173,6.27171,10.831,3.3562,40.4462,15.7937,0.347573,74.2757,1.52141
41.9661,0.927509,0.00744264,18.9792,3.29164,4.95626,0.985806,0.00357758,26.548,6.66643,10.5265,3.81536,59.545,15.3091,0.392664,38.8167,1.69476
38.3653,0.889871,0.0076186,21.2634,3.25774,5.80368,0.929956,0.00722975,23.6518,6.80144,9.03575,3.46471,45.1044,14.6972,0.373914,31.8726,1.63171
40.3654,0.841757,0.00952358,19.4515,3.36197,4.66039,0.966202,0.0116872,23.9164,6.54765,13.0734,4.22151,31.8685,16.7261,0.430672,50.5478,1.5596
44.1507,0.927165,0.0109112,17.4633,3.24049,3.82702,0.94075,0.00292763,26.6693,5.27078,8.31651,5.77489,70.2345,16.8103,0.206383,68.4322,1.52283
42.8811,0.961715,0.0110266,17.6251,3.17647,4.62649,0.998008,0.00838657,22.8351,5.86012,6.6366,3.31947,81.1799,16.1999,0.363183,69.2745,1.50353
44.1934,0.914477,0.00918758,18.5451,3.33916,4.65473,0.981728,0.0069429,23.9729,4.57531,9.55435,4.67834,59.0626,15.4679,0.22674,74.9347,1.67113
46.0564,0.829983,0.0114767,20.2162,3.72977,5.83348,0.954857,0.0118639,26.1215,6.22307,10.0769,3.73698,55.5052,14.185,0.279765,100.389,1.57219
44.0861,0.991218,0.0106339,17.33,3.26232,3.65206,0.922597,0.00963365,24.823,5.95257,7.94963,2.90306,75.1734,16.4381,0.103701,59.054,1.49973
40.2552,0.872933,0.0147187,20.2368,3.62607,4.24227,0.968279,0.012749,22.7724,5.87235,8.93285,3.40246,30.9982,15.5967,0.612072,29.168,1.48237
36.0803,0.946136,0.0119183,21.4734,3.46118,4.2872,0.855735,0.0127459,25.1834,6.33181,10.6678,4.31637,58.2174,15.5075,0.300536,52.7046,1.46851
41.0902,0.939858,0.0122868,18.662,3.32637,3.57603,0.834624,0.0120861,28.9032,5.93413,13.3807,4.05192,55.2788,16.3857,0.342715,66.1867,1.47402
37.9119,0.889454,0.0103627,20.8656,3.55107,3.85597,0.995656,0.00516384,22.396,4.88812,9.49496,3.65524,48.5556,16.5445,0.183561,62.4143,1.57137
38.542,0.990642,0.0100142,18.0457,3.10129,5.12137,0.981109,0.00977831,22.8968,5.69548,9.07153,3.89365,63.9787,15.8509,0.242532,78.4943,1.49922
44.3519,0.972346,0.0114574,17.9996,3.42596,4.67352,0.994494,0.00713604,22.2703,5.09427,8.52796,3.97352,70.2902,16.5108,0.29316,75.8139,1.49479
44.3178,0.970186,0.0113484,18.2002,3.6103,3.61971,0.968967,0.00214655,25.3318,4.17236,7.0621,3.41394,81.0338,15.812,0.307645,62.1236,1.59008
35.148,0.936598,0.0102561,21.6255,3.39834,5.57935,0.951199,0.0116526,23.1429,8.83302,9.78712,3.12712,43.3427,15.5263,0.460313,33.9265,1.65166
45.1115,0.856394,0.0123716,20.6432,4.11161,3.75729,0.988298,0.00899719,20.7067,4.59892,6.97648,3.8299,66.2943,15.8432,0.507538,29.4693,1.65877
38.0623,0.84591,0.0104222,20.6853,3.51732,3.94039,0.951712,0.00388799,26.5492,5.11795,10.9939,4.40836,65.4998,17.2333,0.384589,48.6561,1.58345
47.9222,0.985545,0.0140728,18.1833,3.86367,3.54208,0.963657,0.00935611,22.4031,4.32045,15.2074,4.66632,44.3134,15.8807,0.290028,49.4855,1.49008
36.9021,0.891104,0.00716023,19.3176,2.98677,3.66955,0.969299,0.0064122,24.8721,7.81201,11.8555,5.00965,35.4333,16.6795,0.442859,38.5624,1.53969
39.1508,0.873138,0.0151454,20.2699,3.56996,4.78976,0.919965,0.006578,26.1898,5.90962,10.1478,2.70353,40.0167,15.0863,0.0475975,32.021,1.46736
39.9795,0.939397,0.0108889,18.5331,3.13345,3.48748,0.953662,0.00808183,22.0666,5.14878,9.50426,3.70582,49.0777,14.8899,0.145393,48.2183,1.43364
45.0349,0.910051,0.00889169,18.1535,3.26177,5.21225,0.996608,0.00812796,23.5564,6.47519,7.5782,4.08604,73.185,15.8234,0.230368,54.4179,1.50295
39.3695,0.898873,0.0120633,20.5227,3.61266,3.72392,0.944501,0.00571728,26.0054,7.34347,12.2854,3.5651,45.0019,14.9579,0.196085,75.4389,1.64858
40.6884,0.986822,0.0100202,17.8112,3.14847,4.61735,0.949875,0.0028937,26.1966,6.54739,10.6475,3.2172,43.8914,16.4256,0.230761,89.5314,1.53569
42.9197,0.918348,0.0115302,19.2913,3.48279,4.81558,0.962803,0.00798905,22.7923,5.51026,11.3324,4.80109,62.803,16.3282,0.684324,25.5861,1.53288
41.3484,0.972096,0.0085851,16.9561,3.08384,4.87263,0.973763,0.00630186,25.247,5.3783,8.19003,4.48873,70.3285,19.0088,0.278613,75.9132,1.45421
38.0518,0.900053,0.0110447,20.158,3.54611,3.34397,0.965263,0.00782693,25.7283,5.64969,10.4148,3.41985,49.4496,17.0845,0.32062,52.7926,1.59565
45.2638,0.92043,0.0122928,20.1487,3.85416,3.83472,0.93368,0.00617331,26.315,5.29944,9.75726,5.40177,54.9838,14.3636,0.415818,43.3715,1.68958
41.3447,0.956018,0.0122777,19.6289,3.43696,3.76332,0.955648,0.00943311,25.2452,4.91634,8.98725,4.27901,74.704,14.7816,0.213303,66.1091,1.52936
42.2413,0.978309,0.00881527,19.0237,3.26488,5.29026,0.961968,0.00470868,24.5996,5.41379,9.89302,4.0346,54.7255,13.7854,0.359045,63.9951,1.67816
44.0907,0.990435,0.0118057,18.9224,3.66648,5.38263,0.992609,0.00213157,22.9087,4.61516,10.4692,4.98765,89.2934,15.4663,0.694883,28.7117,1.6942
35.2567,0.894666,0.0123039,21.6631,3.5286,4.25651,0.96831,0.00946632,22.2542,3.99188,9.75903,5.46492,51.0858,14.663,0.149774,36.9136,1.52147
48.1415,0.927096,0.0141691,18.5472,3.82275,4.02918,0.960271,0.00715306,23.9431,4.64757,9.49289,5.1104,69.0448,16.7511,0.49478,40.1455,1.4684
43.0885,0.868808,0.0102604,19.7042,3.73236,4.26673,0.993337,0.004783,27.4994,5.53721,12.0775,4.65297,54.2112,17.7161,0.337465,45.9117,1.60445
42.0135,0.808024,0.0118696,21.4948,4.08323,4.10925,0.986464,0.00677859,26.3404,7.51047,9.99072,4.099,42.8478,15.715,0.438785,32.3602,1.66257
43.4469,0.977053,0.0120911,18.3374,3.49665,5.17274,0.985971,0.0052072,23.5619,6.40864,10.1189,4.01435,52.3117,15.8597,0.503708,44.4055,1.54227
50.4872,0.8602,0.016526,18.8146,4.03554,4.56282,0.968114,0.00985736,23.7054,6.0578,7.74946,3.18778,59.678,14.3717,0.299531,77.0457,1.51093
41.3124,0.900209,0.00890707,19.0474,3.21687,3.84296,0.905909,0.00924511,25.8972,6.09723,10.4123,4.37587,45.4613,15.3726,0.142231,42.411,1.56491
42.6098,0.951051,0.00999215,19.1775,3.26772,3.67636,0.931529,0.00965798,26.4798,6.22951,9.61976,4.0779,45.6856,14.2474,0.213863,88.1035,1.45124
38.2626,0.872383,0.0132333,18.5298,3.20562,5.10999,0.884704,0.00851876,26.3283,6.43365,7.68436,3.66743,76.1524,18.4737,0.456545,52.6942,1.4144
37.5233,0.879719,0.00665627,18.5901,2.9233,4.07261,0.938366,0.00324378,25.062,4.46315,6.4108,3.07193,73.8055,17.7415,0.330699,35.6863,1.40709
41.2001,0.969573,0.0118065,17.7276,2.94897,3.43826,0.979081,0.0160677,19.519,4.45485,9.80944,7.89385,63.2298,15.7147,0.27287,56.9134,1.3145
49.4504,0.988013,0.010619,15.169,3.12291,5.4359,0.981983,0.013516,23.1994,5.90752,9.14627,3.79063,64.6935,18.0793,0.269778,105.442,1.37854
40.3729,0.913941,0.0098738,17.847,3.14006,4.81131,0.907956,0.00516369,30.2017,5.65567,11.1631,4.62729,58.8062,18.2804,0.246102,118.704,1.5167
47.4413,0.918885,0.0101935,17.4608,3.29843,4.25909,0.956423,0.00776249,25.19,5.45244,6.57916,3.24839,57.2122,15.81,0.179026,120.979,1.54038
42.0902,0.862545,0.0112099,18.967,3.4316,5.30138,0.966134,0.00737614,25.9858,6.42923,7.47155,2.14919,55.8982,17.4065,0.126937,111.949,1.58891
44.1852,0.939156,0.00923083,17.9976,3.21347,4.24042,0.913512,0.00607618,25.8559,7.06022,11.6528,3.85029,44.0847,16.8897,0.277866,83.2909,1.57397
38.3957,0.981037,0.0110649,18.9718,3.23851,4.89463,0.941963,0.0069206,25.2088,7.05258,11.2002,3.14591,51.8544,15.9409,0.363363,38.9482,1.50074
41.0709,0.906079,0.00810788,19.9736,3.24787,4.46568,0.983787,0.00113643,25.106,6.1302,14.718,3.612,44.6974,14.4862,0.182002,96.0308,1.54297
40.6466,0.933355,0.00861833,18.9197,3.21,3.84405,0.977137,0.00798678,23.3832,7.58084,11.562,8.83325,45.4282,16.4718,0.526211,24.0014,1.56966
40.2406,0.940579,0.00634624,18.3912,3.03956,4.14353,0.967373,0.00311257,24.5982,4.53511,13.9661,4.04944,53.4347,16.8707,0.325934,38.0427,1.54298
43.2819,0.882028,0.00946717,18.5349,3.30226,4.22586,0.965446,0.00158899,25.3747,4.97825,10.5879,3.30289,38.4602,16.1112,0.476455,68.9969,1.59537
41.7236,0.943317,0.0100737,19.6162,3.28518,3.76052,0.950938,0.00981605,23.1971,3.7062,9.42399,4.19703,54.1759,13.8234,0.47985,38.352,1.44007
45.8572,0.9756,0.00779502,16.5734,3.01196,3.15567,0.902717,0.00350794,27.3593,5.76114,9.19134,4.24163,54.3975,16.859,0.288055,43.9434,1.46394
50.1716,0.916864,0.0135568,17.5545,3.77462,4.33524,0.922724,0.00269217,25.6962,5.57738,12.5927,4.20636,35.7779,16.9935,0.239282,101.717,1.5098
39.5329,0.953391,0.0127876,18.8783,3.22132,5.10216,0.901312,0.0104191,23.758,6.49892,9.99232,3.04115,52.8583,15.8455,0.502071,49.1994,1.47508
43.1545,0.915206,0.0138019,18.4056,3.47511,4.95235,0.965919,0.0104489,25.3344,6.089,6.59411,3.22679,109.003,17.2201,0.320776,39.16,1.50905
39.1432,0.884509,0.0110629,22.2887,3.83952,3.02358,0.992897,0.00431337,27.4418,5.76933,16.0284,4.26215,34.0041,14.4275,0.450734,44.9554,1.68952
37.9026,0.943153,0.0113015,20.5359,3.31424,5.4954,0.927695,0.00762644,23.6041,5.77312,7.81876,3.48259,53.5354,15.3628,0.179267,42.202,1.59169
45.5231,0.90578,0.00844643,19.3158,3.52474,4.0253,0.910944,0.00348938,29.1077,5.55336,8.78222,3.74151,63.1687,15.1204,0.586367,48.0041,1.64367
39.8321,0.8929,0.0052637,18.4331,2.94641,4.31102,0.968069,0.00555068,25.9489,6.76779,5.07648,2.02711,49.3178,18.0026,0.621315,21.1672,1.55541
44.0765,0.817516,0.0109119,19.2285,3.48425,5.89385,0.913864,0.00559155,23.4164,6.11995,8.27449,3.4446,48.9828,17.9205,0.285775,67.1166,1.53773
40.0621,0.894114,0.00644087,19.8204,3.27838,4.13786,0.999529,0.00681174,24.899,5.35231,8.43661,3.24462,62.2366,16.9849,0.238963,79.9463,1.59167
43.3788,0.916002,0.0103798,18.9122,3.42921,5.15513,0.966063,0.00307885,24.1497,7.34676,7.56842,3.45291,52.8831,16.2758,0.525563,42.5654,1.61969
44.619,0.902924,0.013448,18.0967,3.48923,5.86187,0.966931,0.00669701,24.2579,5.813,14.0831,4.48118,34.3792,15.7594,0.179041,142.505,1.44489
43.5613,0.905835,0.0110233,18.8189,3.48292,5.36762,0.967797,0.00600643,24.1277,5.29947,14.8085,4.90541,36.1118,16.268,0.149547,145.61,1.60866
45.6877,0.983242,0.00710344,15.9431,2.92351,4.27788,0.992112,0.0124454,23.5166,5.57385,7.14917,2.47723,43.682,16.7126,0.200604,19.6527,1.51003
51.1247,0.91999,0.011697,17.0295,3.53763,4.32684,0.970656,0.00734436,27.0484,5.28918,11.9797,3.43306,32.5143,15.714,0.269452,136.353,1.50476
42.515,0.92868,0.011704,19.145,3.39826,4.63311,0.993286,0.00662122,23.4033,9.81589,8.26265,2.64291,47.383,15.23,0.557727,25.068,1.5068
43.3034,0.899259,0.0135175,19.3448,3.51844,5.36111,0.939103,0.0114797,24.7769,8.62101,10.9516,2.50415,48.9361,14.9524,0.283215,55.331,1.51464
43.9121,0.866493,0.0106035,19.8237,3.5981,3.79473,0.980081,0.00511314,27.4488,5.1258,10.103,4.73307,41.9063,15.2625,0.441576,63.6853,1.58183
45.643,0.894013,0.012074,18.8188,3.78698,3.43672,0.948459,0.00321858,24.3831,5.89095,12.142,3.64025,44.8589,16.7464,0.342763,54.8601,1.58387
44.688,0.926811,0.010905,17.3574,3.37225,4.74604,0.923165,0.00603235,25.6488,4.89982,10.3793,5.96782,65.794,17.8256,0.269928,64.1415,1.54923
37.6042,0.961637,0.00746425,18.1655,2.95414,4.28261,0.94792,0.00530389,24.2223,5.64066,9.7676,4.46687,60.4579,16.3325,0.158018,37.6564,1.50476
40.9901,0.962151,0.0051558,18.7513,3.09944,4.51507,0.957357,0.00468492,25.0268,7.34797,8.42184,2.55537,75.2622,15.2771,0.341262,27.5771,1.61222
41.824,0.921028,0.0121136,18.6824,3.19867,3.53713,0.857778,0.00798292,26.1157,6.12619,14.4945,4.16997,27.1411,15.1278,0.237151,58.4663,1.49919
41.955,0.888496,0.0129473,19.9024,3.53526,3.19929,0.925114,0.0101646,25.8271,5.17411,11.8957,4.00513,39.8545,14.8909,0.258703,54.0647,1.52162
44.0311,0.927432,0.0128118,18.4575,3.42452,5.63853,0.845222,0.00786729,25.2774,7.1925,9.03253,4.39376,63.8616,16.1727,0.389983,36.3657,1.52732
45.6148,0.902434,0.0100878,18.1147,3.34089,3.28106,0.950978,0.00711386,25.9579,6.45025,7.76362,3.27347,61.8329,15.9834,0.19433,64.5427,1.48555
36.1853,0.867183,0.00861585,21.0417,3.27468,5.11297,0.955079,0.00586373,25.8681,6.61152,10.523,3.30249,56.2443,15.1312,0.334926,49.4247,1.5796
44.8516,0.972747,0.0143021,18.5303,3.57997,4.62552,0.969799,0.0077697,25.0733,6.17384,7.73702,5.61473,49.074,14.5479,0.1487,87.6322,1.56746
46.5036,0.982803,0.0110435,17.4983,3.41452,3.82279,0.979642,0.00589001,22.1055,5.4274,7.65901,2.65817,65.8437,16.1247,0.265354,32.6012,1.49109
38.9328,0.81937,0.00927826,21.6047,3.46017,4.76811,0.843685,0.00310526,29.6681,6.34846,10.0367,3.19474,61.0925,15.9868,0.277781,56.2122,1.60216
40.7911,0.883565,0.00502351,18.9045,2.99357,3.38634,0.931415,0.0074709,25.7695,3.46788,12.8493,4.90552,54.1992,14.6626,0.570119,48.2185,1.51256
50.4922,0.95397,0.0119194,16.6915,3.58877,3.99359,0.976345,0.00905683,21.3595,3.53459,9.63878,4.02555,59.2288,17.4548,0.602496,36.9647,1.56773
39.6362,0.903936,0.00773797,18.3827,3.0395,4.26964,0.966167,0.00778569,23.0323,4.59674,9.94736,3.14031,56.768,16.948,0.209121,48.1398,1.45442
41.8716,0.999229,0.0110716,18.5807,3.39288,4.25311,0.970119,0.00990983,19.5338,4.16407,12.0545,3.38426,54.2262,15.8479,0.404243,51.1358,1.59049
40.7162,0.914839,0.0137011,20.247,3.73336,4.40095,0.935115,0.0145939,23.6364,6.23586,9.27067,4.67002,71.7034,16.9184,0.529096,27.4501,1.53721
45.9338,0.84649,0.0151567,21.085,3.97052,4.90702,0.968198,0.00842132,20.7971,4.44476,8.8247,3.70935,47.9543,13.4442,0.483594,35.5879,1.52122
