"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","sig_het"
45.4326,0.943007,0.0094334,17.6009,3.24916,3.2836,0.936416,0.00439487,29.0901,5.72471,12.4146,4.57449,41.4123,16.0128,0.281444,67.3861,1.49732
40.0384,0.930321,0.0113282,18.3664,3.25549,5.17018,0.952357,0.00864826,24.3138,6.96009,8.65477,5.43351,54.243,16.4812,0.45883,18.68,1.56449
43.6585,0.913738,0.00898487,18.0003,3.109,2.9417,0.986435,0.00647641,26.439,6.20742,7.87836,3.95846,49.4931,15.9251,0.325008,47.3901,1.47362
44.2691,0.850314,0.0117052,19.256,3.4964,5.82369,0.930976,0.00930408,24.5712,8.11118,9.96018,3.23494,44.804,16.4998,0.234877,51.9263,1.57218
47.8185,0.925874,0.0147207,18.4483,3.64812,4.34222,0.97497,0.00799736,24.6551,5.4009,8.41211,3.86474,62.1646,13.99,0.131689,81.4694,1.48479
39.9918,0.873843,0.00835393,18.7662,3.18321,5.30693,0.984656,0.0102611,24.2312,7.27078,10.8579,5.91862,48.4264,17.1284,0.379409,66.506,1.48439
42.8114,0.899591,0.00846537,18.9302,3.12774,3.3915,0.937024,0.0051102,27.5858,6.16135,7.64608,4.77815,55.6627,15.3213,0.401368,30.268,1.50263
43.6571,0.947208,0.0103925,18.0638,3.27591,2.64324,0.922337,0.00606318,27.159,6.64245,8.4936,2.83161,45.6683,15.3004,0.232235,84.437,1.43623
44.2882,0.911528,0.0095804,20.3246,3.52715,4.99626,0.969182,0.00396007,25.5922,8.32421,13.319,4.77229,57.7644,13.9371,0.27559,68.9755,1.67159
45.6932,0.905693,0.0137736,18.6381,3.69629,6.45736,0.910519,0.00630868,26.1706,8.68456,8.27178,4.0387,58.417,15.5061,0.261586,53.5998,1.52855
44.8172,0.920605,0.00851572,17.863,3.3997,3.99574,0.947207,0.00434728,24.7787,5.15535,12.0654,3.58534,46.3306,16.2995,0.326797,74.0851,1.57309
40.214,0.889638,0.00873703,18.4378,3.23143,3.44885,0.936935,0.0054808,21.5825,3.86712,11.7963,3.89357,53.5215,17.5898,0.141804,60.6802,1.52393
40.5817,0.918011,0.00811289,18.6718,3.21943,3.30573,0.87362,0.00691011,24.8479,4.13447,7.28092,2.90654,61.5013,16.7508,0.251037,34.4103,1.58376
39.8395,0.98278,0.01613,19.4939,3.53671,3.03448,0.871272,0.00536217,24.7213,3.66651,15.8065,4.33838,43.5714,15.7458,0.33562,49.1222,1.5044
39.5416,0.977627,0.00924901,18.8692,3.13882,4.11433,0.966251,0.00976085,24.5832,6.76674,12.244,3.39917,49.8723,15.4362,0.378399,48.5212,1.53582
36.6642,0.96059,0.00938964,19.3232,2.96898,4.29634,0.918888,0.00399331,27.5833,6.263,8.80591,3.91278,46.4447,14.0294,0.208623,58.9,1.65089
37.4116,0.868415,0.0093585,20.5171,3.21968,4.28762,0.961989,0.0053675,28.9603,7.35836,9.85,3.66098,62.5429,15.3253,0.406673,35.8048,1.58393
42.705,0.904737,0.0106594,19.1146,3.54592,3.89045,0.933228,0.00463431,26.1446,5.10889,9.60056,5.79463,69.7528,16.5952,0.301983,29.401,1.52166
46.5564,0.934656,0.013023,16.8966,3.33876,4.59019,0.995459,0.0131409,22.7049,7.44346,8.24712,3.42009,66.6668,16.911,0.281707,40.0739,1.4424
41.8646,0.951699,0.0132564,20.0163,3.51771,4.29672,0.892871,0.00695433,24.9182,7.29692,8.35485,3.4482,68.7773,14.3729,0.235442,72.038,1.56085
39.4211,0.909236,0.00743264,20.2063,3.02416,4.48468,0.999223,0.0207749,24.2939,6.11142,8.2822,2.60303,39.5505,13.5551,0.319424,55.9371,1.47205
46.0204,0.823444,0.00779915,18.8387,3.40719,3.73726,0.893393,0.00448883,31.0635,8.14656,10.3547,2.94703,43.9489,16.827,0.330846,54.3896,1.53258
43.4331,0.908166,0.00829812,18.1508,3.26165,4.0054,0.988626,0.00617205,25.4722,6.35354,9.16041,4.43026,56.2582,17.2147,0.283709,35.9112,1.61769
41.8897,0.955026,0.00898073,17.9405,3.17144,4.58241,0.976408,0.0111017,23.6304,5.93915,8.65568,3.26721,62.2963,15.8054,0.0769986,69.6811,1.52085
47.3107,0.90906,0.0123647,18.4459,3.56314,4.67552,0.949431,0.00853737,24.0387,6.45696,12.4565,2.64319,40.9759,14.8396,0.739302,39.5616,1.52324
45.6039,0.91989,0.0118859,17.6327,3.28178,4.05832,0.987695,0.00671658,25.7579,5.52288,9.25596,3.45529,63.3522,15.8723,0.407108,44.0766,1.48281
40.0017,0.894308,0.0129617,20.3998,3.60942,4.01625,0.980935,0.00632508,23.5192,5.01461,9.60924,4.2502,61.5319,15.2213,0.290453,51.3618,1.5029
45.0327,0.834437,0.0147827,20.0872,3.75943,4.02523,0.919365,0.00982052,25.4904,6.82866,9.09374,4.13342,52.5254,15.5714,0.11,89.6608,1.44333
48.7819,0.885256,0.0144988,18.4555,3.90137,4.71432,0.987961,0.00419553,24.2537,6.71342,9.287,3.07611,62.8026,17.2032,0.168776,78.1871,1.56028
40.6821,0.953097,0.0141351,18.9545,3.47877,4.67555,0.988733,0.00786805,21.2578,5.57094,8.2494,4.43343,50.7826,16.5656,0.276112,47.7943,1.467
41.8312,0.937268,0.0121357,19.2079,3.57547,3.926,0.984116,0.0109948,21.1371,5.00536,9.08737,5.83941,79.0831,16.5012,0.194082,41.675,1.47097
37.3643,0.968807,0.0136828,19.9443,3.50564,3.36615,0.979646,0.00573732,26.9988,6.02457,10.9097,4.44782,81.2964,16.9883,0.328813,42.1511,1.52355
40.5572,0.991465,0.0108744,18.8073,3.37669,3.49781,0.937613,0.00542567,23.2842,3.71154,20.6773,4.95455,34.1885,16.8151,0.29902,87.4209,1.51799
40.8369,0.962746,0.0144922,18.9759,3.58506,5.36381,0.959018,0.0184177,18.9493,3.64717,9.62281,3.28041,57.6186,17.4452,0.2128,43.0055,1.54555
40.1931,0.864765,0.00994742,20.4995,3.50764,4.55116,0.954668,0.007395,26.0027,8.07532,9.47683,3.37778,43.3721,14.9505,0.338231,37.1517,1.5861
41.8775,0.944034,0.00554326,17.9655,2.98351,4.11116,0.970951,0.00500312,25.3806,5.17022,11.8539,4.53731,55.1528,16.4164,0.340074,65.7271,1.49236
41.9284,0.879827,0.00520597,18.9624,3.12648,4.0288,0.918663,0.00499379,26.5454,4.90059,9.37759,4.54356,44.0206,16.5628,0.465453,33.1014,1.54505
39.8822,0.951423,0.00338038,17.5979,2.85004,4.49262,0.973266,0.00821022,23.6401,7.48038,9.73717,4.11285,58.7892,16.9429,0.639808,35.9415,1.54597
39.2142,0.894174,0.00871204,18.7916,3.11877,3.66489,0.899759,0.00390762,31.3347,7.50844,10.0007,2.76263,61.464,17.5614,0.316577,75.0116,1.59211
50.1015,0.910995,0.0203514,17.5778,3.80046,3.42129,0.945583,0.0182945,22.9901,4.63495,10.1971,3.88385,42.134,16.8468,0.125973,68.2615,1.35264
36.5743,0.953972,0.00751182,20.507,3.18525,4.54771,0.980936,0.000702905,26.1395,6.14809,11.3788,5.27572,52.3322,15.9578,0.420056,53.7021,1.64265
43.0223,0.84674,0.0113978,20.2512,3.61642,3.5552,0.987552,0.0103211,24.2012,4.17744,9.49544,3.23052,43.1558,15.6583,0.26566,41.0001,1.53616
42.6585,0.894143,0.00902564,19.1536,3.34898,3.32279,0.957579,0.00476191,28.2466,6.08656,9.56584,3.92564,53.4184,17.2541,0.255611,23.6356,1.45647
43.6163,0.931418,0.0121167,18.9102,3.27713,3.96692,0.930848,0.0105979,24.7013,4.84426,7.14672,3.16033,58.0758,13.9919,0.243629,54.4092,1.54734
44.1393,0.963169,0.0101502,17.893,3.28879,3.23281,0.914247,0.00539218,24.7305,4.61583,7.78061,2.92117,64.5439,15.6124,0.176321,43.9231,1.53683
40.1512,0.921753,0.011023,20.0793,3.46427,5.51246,0.970783,0.00241263,24.4637,6.66717,10.1641,4.24959,54.317,14.6418,0.465137,49.6451,1.52621
48.2076,0.96996,0.0112383,16.5969,3.25848,2.59563,0.974864,0.00494552,24.0502,5.75317,11.0624,4.26097,39.4456,15.981,0.666176,24.409,1.44658
40.7746,0.934668,0.0104014,19.0408,3.24272,4.11544,0.909325,0.00596838,26.5498,5.71509,11.5444,4.51398,52.8878,15.2885,0.527248,22.3964,1.61831
39.4167,0.910639,0.00895773,19.9567,3.16568,3.34594,0.942222,0.00477963,26.2468,5.37688,8.84444,3.96809,33.5854,14.236,0.466621,36.5239,1.4815
49.1024,0.897217,0.0139733,17.5224,3.68451,5.35703,0.979886,0.011432,21.3463,4.08783,9.7678,3.36265,54.5438,16.8506,0.155601,108.684,1.60408
41.8634,0.987642,0.00940366,18.272,3.26664,3.85957,0.881575,0.00454276,27.0635,6.00258,7.85264,3.87502,77.9719,16.6227,0.184134,46.9867,1.5375
43.1983,0.940785,0.0123672,18.8559,3.58417,5.28132,0.94033,0.00573771,22.3136,5.23567,8.22779,2.90115,59.6057,15.5651,0.25504,42.4307,1.51885
43.2463,0.915794,0.00907928,17.8695,3.12206,4.23814,0.954636,0.00874048,24.9328,4.76106,15.1153,4.15293,32.3881,16.5625,0.31115,49.5625,1.49699
45.5867,0.900072,0.0114713,17.3975,3.15931,4.2312,0.95965,0.0152624,24.2425,9.49311,8.06456,4.406,55.3587,16.4024,0.324807,42.2983,1.4319
35.5951,0.802279,0.0111217,21.006,3.29874,3.3372,0.76486,0.0127181,30.916,6.96134,12.5211,3.97017,40.8635,17.0728,0.244143,46.7605,1.39091
49.5307,0.82661,0.0123053,17.5828,3.38741,4.22275,0.97955,0.0240513,22.2599,4.52398,11.3022,3.64668,42.0952,15.9829,0.168708,36.4337,1.32298
43.621,0.911181,0.0118141,18.2617,3.19164,5.00374,0.945634,0.0122445,23.4373,5.92981,11.1141,3.64784,40.928,14.4766,0.261233,97.8516,1.43205
48.2008,0.966265,0.0101257,16.0838,3.15461,3.27252,0.985068,0.00412473,25.4431,5.15708,6.35719,3.1321,75.4286,16.731,0.428913,34.4972,1.43436
38.665,0.849974,0.00937438,20.0387,3.27891,4.27237,0.97082,0.0101944,23.6345,4.98573,9.35231,4.32882,47.4696,17.5643,0.296405,39.977,1.53318
44.3402,0.933408,0.00753286,17.9935,3.20277,2.92415,0.930744,0.00523553,26.726,8.05321,10.4839,3.39315,42.0807,17.2275,0.394582,76.7731,1.51625
39.9617,0.941547,0.00749037,17.9511,2.98415,4.33841,0.988778,0.00479753,26.2507,5.7273,6.47006,3.20792,68.4092,16.8589,0.254673,101.747,1.43351
37.8711,0.84298,0.0132287,20.8179,3.45661,3.04646,0.986706,0.00607856,25.3072,4.7945,10.995,3.03175,47.6437,16.017,0.234691,46.8558,1.57001
39.8389,0.97096,0.0144511,19.3427,3.66039,4.51612,0.943498,0.00963589,22.3096,5.6638,10.6124,3.6762,54.1229,16.8938,0.274481,34.0998,1.48505
45.0333,0.909856,0.0140295,18.5015,3.63402,3.63134,0.943699,0.00700064,25.5171,5.69421,10.1053,5.16312,54.1346,17.0497,0.551228,18.2715,1.51941
48.4077,0.981672,0.0117337,17.4478,3.48329,4.37992,0.931072,0.00407325,24.79,5.41193,8.12654,3.62112,71.8929,16.2085,0.553749,43.7518,1.49285
45.3426,0.90023,0.0102914,18.6117,3.31009,4.05524,0.904326,0.00388898,28.5403,7.00083,11.3241,3.68248,33.1516,15.1167,0.849143,26.1429,1.51552
37.88,0.931239,0.0103751,19.4424,3.2755,6.2746,0.977154,0.00929885,24.171,7.49332,10.5116,3.33131,57.4057,16.8021,0.251785,89.8233,1.62162
35.5464,0.946731,0.00930483,20.088,3.02056,4.31909,0.856584,0.00774082,31.1053,6.40318,9.65201,3.65005,48.8535,14.4347,0.431778,113.195,1.44104
49.4898,0.977447,0.0101842,15.978,3.26291,5.45199,0.994159,0.00281604,25.0003,4.80965,9.4504,3.27393,52.2037,17.9192,0.117707,186.15,1.52008
45.1469,0.942621,0.00879171,17.3134,3.27293,4.86119,0.862638,0.00354843,29.0417,6.45027,12.6795,4.70219,51.0727,17.5717,0.275539,76.6149,1.54897
40.8997,0.939804,0.0133038,18.9786,3.19183,4.93497,0.92315,0.0111171,21.4768,3.85874,8.41741,4.2182,54.3356,14.8814,0.273996,66.5163,1.38865
41.835,0.95279,0.00986736,17.5731,2.94787,5.19633,0.965556,0.0139886,20.8385,3.88603,10.7966,2.80793,53.6154,17.0864,0.645771,32.236,1.44102
39.4629,0.905086,0.0148435,20.8772,3.72185,3.51618,0.965007,0.00722208,27.4242,7.43967,11.2565,4.37766,44.2909,15.7044,0.19252,93.9082,1.54337
41.0921,0.845042,0.0116867,20.8641,3.68428,4.10328,0.912812,0.00501612,25.7444,5.27857,9.71218,2.962,59.2104,15.6278,0.338657,59.5358,1.55949
46.7268,0.971138,0.0106262,17.1904,3.42754,3.82448,0.916938,0.00837007,23.5268,5.47105,11.6109,3.59247,44.1635,16.8264,0.37497,39.0519,1.5414
45.0191,0.937701,0.00948395,18.764,3.38836,3.44912,0.868611,0.0077583,26.2903,5.04255,7.66391,3.49873,35.6309,14.6807,0.139214,55.9792,1.63135
45.2408,0.954677,0.00823361,18.0231,3.30051,4.91468,0.916635,0.00534733,25.1891,5.20267,10.5792,4.11609,49.1776,16.3465,0.610236,38.7199,1.51792
41.2232,0.88517,0.0154185,20.3997,3.79293,4.54401,0.868594,0.00668845,25.6646,6.82341,11.2821,3.65736,31.1624,14.9179,0.856284,27.7085,1.48312
43.691,0.913992,0.0117301,18.6007,3.30751,4.6307,0.981655,0.0126057,23.7765,6.1544,9.11617,4.97012,73.2656,15.6262,0.32249,38.8012,1.47761
43.6288,0.891799,0.00789309,18.8358,3.34056,4.63188,0.982735,0.00678142,24.1785,5.5597,10.9641,4.91114,44.797,15.0839,0.209187,40.5795,1.52883
48.3869,0.98618,0.00961425,17.0877,3.24283,4.73678,0.969911,0.00225083,24.1148,6.41748,12.4705,4.51188,45.7053,15.2282,0.307244,97.1048,1.46593
37.0883,0.811015,0.00795332,23.7749,3.7182,4.24777,0.955824,0.00293361,27.7058,5.5608,9.83096,3.3083,28.9572,14.5561,0.154546,99.3838,1.62317
38.6858,0.910678,0.0109245,20.0676,3.30124,4.26977,0.988762,0.00416032,24.9479,6.24452,8.75305,2.80838,51.9457,15.6865,0.258066,47.8587,1.52804
43.6164,0.884745,0.00740876,17.5881,3.15924,4.04059,0.981136,0.00729189,23.2825,5.20156,4.60051,2.79371,95.4501,17.2485,0.348095,56.3073,1.54503
40.792,0.901237,0.00955374,19.4829,3.21699,5.05032,0.956195,0.00934256,23.4766,6.91761,8.41293,2.63536,42.2445,16.0406,0.187331,80.8896,1.54676
39.3663,0.954531,0.00858488,19.0725,3.1246,4.23219,0.967612,0.0159981,22.8831,5.05949,8.89299,3.58544,59.7164,15.4768,0.570551,36.1429,1.45499
41.6661,0.956706,0.00437664,17.8292,3.0241,5.87797,0.941266,0.0116416,23.2558,6.33939,11.4635,3.28685,48.179,15.9392,0.350475,46.3009,1.6058
40.4733,0.854743,0.00887414,19.5836,3.46391,4.21325,0.958629,0.00202593,28.4089,7.62912,8.11605,3.78482,84.9337,17.1173,0.37045,74.0234,1.56928
34.8666,0.955924,0.00797946,18.4765,2.91959,4.49819,0.897626,0.0058888,25.8606,4.67329,8.26887,2.80759,57.0693,17.0216,0.782569,20.9172,1.4803
45.0419,0.944525,0.00751447,17.3615,3.10875,5.25116,0.960297,0.0127592,20.4439,4.95726,12.0256,3.62102,50.5438,16.9399,0.470491,46.9934,1.43564
43.0415,0.951563,0.0106842,18.654,3.37896,4.45288,0.944921,0.00551297,24.7341,5.34958,10.2259,4.64537,52.049,15.2916,0.573936,48.1071,1.53857
42.3747,0.889544,0.00740784,17.4601,3.08313,5.30074,0.961182,0.00529388,23.5278,7.79614,11.2602,4.37766,40.2643,17.413,0.319308,72.926,1.48745
42.3511,0.972268,0.0128208,17.0655,3.0762,5.88947,0.982014,0.00890559,22.1114,5.15665,11.9847,4.33932,48.5365,15.1946,0.760041,22.4309,1.36836
42.5971,0.834617,0.0105163,20.9412,3.70222,3.27376,0.896987,0.0017666,30.4463,3.69752,11.5494,4.26918,40.429,15.4101,0.227797,124.907,1.54298
42.4782,0.775113,0.0119563,22.229,3.80571,2.69304,0.86423,0.00948137,33.9959,7.22322,9.48481,5.61449,42.5693,15.2266,0.251229,64.4316,1.51061
45.8206,0.952978,0.0129645,18.2053,3.42,4.34014,0.919826,0.0123981,25.1026,5.24552,9.45651,3.28793,55.3707,14.2639,0.323027,36.4451,1.47327
47.5745,0.916079,0.0119179,17.9021,3.5879,4.73349,0.986491,0.00387851,24.9959,5.03552,9.93854,3.72109,49.6639,15.0054,0.341106,30.9043,1.54209
39.5991,0.837631,0.00740583,21.6849,3.63353,3.24287,0.980998,0.00500234,24.9188,5.84441,10.9018,4.85569,41.1277,15.4279,0.398118,39.2321,1.64592
39.3198,0.904323,0.0152971,20.0301,3.64897,4.88241,0.906937,0.00765955,24.2719,5.1053,11.5523,3.17944,45.2494,15.5663,0.497618,40.9984,1.47484
45.5248,0.988316,0.0134884,15.8326,3.12148,3.33614,0.960641,0.00796445,23.7741,7.6677,11.0216,4.26999,60.6103,18.3888,0.433669,22.1078,1.37877
46.4889,0.924719,0.0166607,18.3587,3.94699,4.62498,0.854563,0.00745836,25.6009,5.30438,11.4333,7.27998,49.3412,17.0317,0.475425,54.4849,1.57984
41.1605,0.95735,0.0147544,19.4224,3.61842,5.74579,0.907007,0.0122027,22.7321,7.07456,10.6867,3.27168,44.8838,16.2711,0.341025,32.0155,1.58251
41.8873,0.974343,0.00938942,17.3361,3.03165,4.7667,0.970156,0.0196701,22.4663,5.09528,11.6284,4.29494,44.5918,15.7834,0.429948,62.0926,1.46329
36.7826,0.988428,0.00770637,19.7114,3.10639,3.36488,0.812856,0.00201443,27.9998,5.36806,13.392,5.99748,37.3953,15.3303,0.436315,18.6147,1.54473
41.64,0.893834,0.0131864,20.4295,3.90445,4.69876,0.986778,0.00401548,24.6996,4.32622,9.278,3.72333,62.2003,15.5115,0.368147,73.8181,1.56435
43.9141,0.887346,0.0149138,19.8508,4.194,4.25777,0.946535,0.0105553,24.24,5.72071,8.94368,6.31895,72.3791,17.1658,0.366999,64.6607,1.52872
43.4723,0.877335,0.011689,19.0471,3.60969,4.28933,0.97621,0.006038,26.0697,7.49741,9.69435,4.68866,79.7475,17.8484,0.1809,73.6114,1.52711
43.2912,0.952054,0.0135473,19.2046,3.55306,4.88758,0.935696,0.00720478,26.6931,5.3814,8.01585,3.39472,67.7265,15.2551,0.155916,140.376,1.54435
44.1345,0.921594,0.0123483,19.5708,3.6506,3.76998,0.945191,0.00885413,23.3357,4.80437,10.9886,3.4884,37.8431,14.6556,0.20978,67.6964,1.57192
40.0274,0.96988,0.0125409,19.8562,3.43233,4.75478,0.981693,0.00832992,22.7976,6.04371,13.2538,4.41506,50.9958,14.8102,0.458143,46.3819,1.58895
41.9056,0.986825,0.00895961,18.7105,3.22353,4.96767,0.983126,0.00908375,23.1866,6.13288,10.7778,3.38836,32.5013,13.5872,0.298154,109.139,1.54564
38.8266,0.969154,0.00823011,19.6318,3.09638,3.38492,0.951831,0.00376796,23.969,3.48385,8.95239,4.17959,71.7666,13.6513,0.549766,24.7499,1.56129
40.1209,0.953895,0.00890533,18.8798,3.17163,3.52447,0.836589,0.00410039,26.5151,4.4595,9.48451,3.47018,71.3212,15.3566,0.669882,29.1669,1.57076
43.7999,0.93097,0.00715685,18.1569,3.214,4.49371,0.930456,0.00411934,27.9123,5.64357,12.3484,4.59127,51.5519,16.3013,0.261442,89.5101,1.51308
44.2646,0.95223,0.00716722,17.3781,3.13104,3.74716,0.955272,0.00445302,24.5134,5.08474,10.1782,3.89153,54.9933,16.2576,0.143698,39.6052,1.51414
44.4007,0.968394,0.0122303,18.1884,3.54045,4.70475,0.981927,0.00694713,22.4828,4.79638,7.99438,3.63279,63.82,16.2178,0.225989,60.2984,1.58819
47.9839,0.938446,0.0150212,18.6825,3.93038,4.36289,0.964916,0.00631838,21.5592,4.4992,11.5653,3.76567,48.3762,15.7853,0.47988,30.0452,1.60944
37.1026,0.908426,0.0129999,20.4518,3.42237,4.30665,0.908319,0.0092298,24.1492,5.85231,10.9688,3.52613,47.699,16.0347,0.279925,39.4693,1.51552
40.5764,0.984949,0.0051589,17.7139,2.92757,3.56095,0.939888,0.00128936,24.3753,4.23948,12.7391,5.32447,74.2007,17.129,0.158175,61.7223,1.64431
35.7584,0.946229,0.00831021,21.8409,3.39668,3.34594,0.931497,0.00778036,25.6321,7.06991,14.5308,6.13927,37.0345,13.9561,0.0684018,25.1823,1.6365
39.4107,0.978454,0.00860804,20.3293,3.3115,3.90267,0.977581,0.0108333,21.1253,4.69356,11.9274,3.11928,44.7346,14.4948,0.266263,55.0319,1.65906
42.9976,0.870305,0.0144969,20.1563,4.02488,4.35881,0.982764,0.00751578,25.0319,7.65926,7.39832,4.48686,57.5681,16.4057,0.196677,50.1155,1.53306
45.657,0.870032,0.01203,20.0883,3.90111,4.24593,0.954758,0.0107482,24.9926,7.32303,10.3049,3.59455,53.3509,15.3109,0.316682,52.2767,1.56949
36.8494,0.880533,0.00651242,19.6935,2.95037,2.423,0.961336,0.00978965,26.1791,5.87062,11.8112,3.38148,50.1158,16.082,0.354728,46.1582,1.46771
52.6627,0.975878,0.0140748,16.1219,3.48039,4.60993,0.983321,0.00829511,24.2177,7.55389,10.5224,4.01203,46.5627,15.1746,0.760717,30.5692,1.46379
39.1914,0.962198,0.0105657,18.9438,3.35472,4.90304,0.993664,0.00623307,20.9041,4.58122,9.71135,3.13065,62.2463,16.8622,0.533702,41.9137,1.54805
41.8418,0.921871,0.0150598,18.6867,3.72611,4.00715,0.978384,0.00743869,22.2361,5.5126,9.30124,4.74658,54.6941,17.003,0.396082,33.3803,1.50324
36.3781,0.914423,0.0117804,20.9633,3.54257,3.23496,0.971265,0.00915559,27.536,4.84757,11.0028,3.23972,29.4788,15.778,0.228744,51.5796,1.52395
42.3841,0.852068,0.00731028,18.9718,3.13806,3.53416,0.987842,0.00845015,26.7289,7.73914,7.95145,3.27147,30.9078,15.8137,0.14735,71.5386,1.53245
38.4427,0.796311,0.00673878,20.286,3.18236,5.61923,0.935436,0.00561995,26.9799,7.22435,10.5248,3.12577,38.6204,16.8867,0.3406,42.7674,1.57761
39.6446,0.849868,0.00900696,19.9563,3.36571,2.98995,0.943041,0.00390126,29.1159,5.31573,13.6386,4.04526,42.8905,17.0507,0.205873,49.6296,1.62366
38.6024,0.884756,0.00871357,21.6402,3.41927,5.18714,0.990221,0.00312772,24.2683,5.36901,9.57491,3.59276,49.963,14.2589,0.148945,67.1266,1.70883
41.1596,0.930677,0.0135199,19.3057,3.53664,6.30736,0.968349,0.00579897,23.1378,7.85102,8.07115,3.78896,62.0507,15.6586,0.522404,41.8863,1.51492
39.4813,0.951808,0.0127141,17.8306,3.14526,4.21386,0.980441,0.00575097,24.5364,5.56137,12.3858,3.66735,39.5395,17.3704,0.436662,60.4591,1.44524
42.5616,0.991379,0.00565133,16.9548,2.97619,4.16283,0.953446,0.00887269,25.4957,6.61998,9.12295,3.58699,65.0844,17.0291,0.323904,34.295,1.57368
40.0327,0.924295,0.0100118,19.6444,3.27927,4.63087,0.979678,0.0115535,24.0796,5.84498,9.8865,3.92435,62.3606,15.4351,0.584204,51.6063,1.49964
42.1924,0.96363,0.00926022,18.0705,3.18262,3.90021,0.948079,0.00610361,23.8715,6.67297,11.9634,4.42319,37.3384,15.1504,0.248943,40.0846,1.57545
42.1076,0.976384,0.00727883,17.6997,2.9719,4.53939,0.921899,0.0053229,24.6973,4.3222,10.9058,5.05416,50.6465,15.2622,0.189961,49.2174,1.44282
48.2093,0.899569,0.0103769,18.5556,3.51739,4.83801,0.960887,0.00843106,24.8304,5.70864,9.99521,4.41963,47.8391,14.7244,0.409945,58.1708,1.55256
36.775,0.848132,0.0105598,20.7875,3.50265,3.98705,0.911793,0.00759649,28.3562,6.36809,10.2635,6.24322,55.3247,16.7042,0.173785,62.9142,1.52756
46.954,0.867937,0.0144484,18.7451,3.94677,3.67371,0.844365,0.00771918,28.7123,5.36595,18.3986,4.7736,33.7465,16.8282,0.29634,75.4738,1.56637
35.9838,0.947571,0.00989456,19.7518,3.19831,4.94689,0.929877,0.0040664,23.5227,3.83699,13.5854,3.26691,41.0974,16.2362,0.253313,121.532,1.58373
36.0731,0.989795,0.0105537,19.5527,3.36333,4.1723,0.969767,0.00296181,25.2426,3.77393,11.4666,2.33497,43.1808,15.8259,0.341185,97.9087,1.70736
41.1397,0.925773,0.0149433,20.4104,3.75375,3.73235,0.956038,0.00623931,22.925,4.25076,8.95533,3.47638,56.4701,14.9916,0.425171,40.3165,1.57322
35.5619,0.858753,0.0108827,22.2555,3.65374,4.65569,0.864251,0.00523838,28.9091,7.47144,8.35295,3.2036,75.6783,15.8039,0.244759,32.7477,1.6259
44.5652,0.962171,0.0125823,18.7926,3.50882,3.66449,0.994475,0.00727307,23.0356,5.40054,11.0444,5.96646,43.5282,14.7191,0.624738,30.6282,1.50354
44.9116,0.889462,0.0100113,19.4704,3.56549,5.45369,0.949472,0.00730994,21.0507,4.9961,10.1446,3.75649,38.2346,15.8046,0.31118,64.1028,1.50882
51.968,0.959144,0.0111531,16.934,3.62108,4.83097,0.963094,0.00922845,21.2257,4.31001,10.633,4.06088,62.0273,16.4125,0.212775,74.8959,1.58744
39.8125,0.898507,0.0100748,19.8799,3.35771,4.58334,0.95838,0.007256,24.4077,5.27035,9.41029,2.91579,51.0091,15.6374,0.281224,38.4333,1.52284
39.0031,0.969146,0.00780701,19.5251,3.27194,4.21441,0.930778,0.00552598,27.0093,6.67859,11.1001,4.76257,42.3778,14.848,0.250126,31.3546,1.51687
40.962,0.935401,0.00909009,19.0207,3.2595,7.01261,0.949466,0.00904287,22.5911,8.2643,7.25529,4.45185,56.2828,17.3838,0.317883,93.213,1.54065
48.6678,0.915749,0.00962336,16.964,3.2126,4.36359,0.969216,0.0123906,24.5111,4.72267,13.489,4.23583,39.4754,16.8635,0.312328,41.1423,1.45126
48.9943,0.871797,0.0107641,17.5516,3.55501,5.08391,0.963501,0.00547897,23.5964,4.36469,7.4877,3.47889,47.6305,16.8516,0.215901,80.048,1.48289
40.0114,0.938064,0.0129188,19.1666,3.46977,3.66428,0.994557,0.00692517,23.3853,5.70952,12.0539,3.38895,45.8587,15.6143,0.46456,25.9856,1.54366
45.5193,0.886129,0.0132288,18.9565,4.03994,4.01841,0.947943,0.00253681,29.6036,6.0862,9.42827,5.85278,55.5967,17.0956,0.306536,33.2155,1.66821
40.5412,0.886532,0.0129958,20.2971,3.48086,4.35196,0.954985,0.00841666,21.7636,4.09695,8.6506,4.01885,55.606,15.6848,0.231724,75.8169,1.46236
43.5547,0.990728,0.0112824,17.1587,3.20738,4.31902,0.957006,0.00892476,23.5167,6.34495,8.05763,4.20323,60.4667,17.4061,0.60604,38.0066,1.44289
40.3491,0.841342,0.00864648,20.3577,3.5085,4.19125,0.934152,0.0153984,24.1964,4.56054,9.49133,4.50132,50.324,18.0028,0.216979,51.9386,1.51494
42.2327,0.929389,0.00424586,17.9324,2.82335,4.99815,0.956334,0.0111621,23.3776,8.0972,6.42006,2.94928,67.2015,15.1175,0.218572,71.6218,1.50131
40.4137,0.979725,0.00893457,18.0138,3.23315,4.81024,0.923,0.00571709,22.726,7.63693,10.3324,3.33837,50.5268,17.0435,0.400558,35.9311,1.62739
